ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
2267,51.47964081721369,48.52035918278631,21.006,2.9592816344273825,2.3397397914241833,2.258508052112432,-0.0
2300,51.49364481707365,48.50635518292635,21.006,2.9872896341473023,2.340871179170259,2.2587411773813626,-0.0
2333,51.507272371630556,48.492727628369444,21.006,3.0145447432611165,2.3401849414884235,2.2587411773813626,-0.0
2367,51.487924867875506,48.512075132124494,20.996896891767644,2.97584973575101,2.3399733089057233,2.2584938509964307,-0.0
2400,51.413751562337424,48.586248437662576,20.56409234545724,2.8275031246748497,2.3399733089057233,2.2585715546762004,-0.0
2433,51.32183587054257,48.67816412945743,19.673036784673826,2.6436717410851456,2.3404258332967465,2.2586321732582446,-0.0
2467,51.25484831171462,48.74515168828538,18.433753497902238,2.509696623429239,2.340600984261042,2.2586321732582446,-0.0
2500,51.2170021072863,48.7829978927137,17.311448875808363,2.4340042145725946,2.3404185256170287,2.258438433288387,-0.0
2533,51.18101151263773,48.81898848736227,16.159512132708585,2.3620230252754677,2.340827321090127,2.2586886373327126,-0.0
2567,51.14465645847502,48.85534354152498,15.180863874132747,2.2893129169500446,2.340827321090127,2.258909664319549,-0.0
2600,51.09133346975021,48.90866653024979,14.059562640967922,2.182666939500416,2.341798334946597,2.258909664319549,-0.0
2633,51.010100265141254,48.989899734858746,12.98816301437237,2.020200530282515,2.3410535689071033,2.2589631360135765,-0.0
2667,50.8953384373348,49.1046615626652,11.38835603884095,1.790676874669603,2.341535658022046,2.2586603472965883,-0.0
2700,50.820118453729705,49.179881546270295,9.75268431977605,1.6402369074594165,2.341535658022046,2.258575711301036,-0.0
2733,50.77541883033961,49.22458116966039,8.15875626589413,1.5508376606792253,2.343523348766197,2.258575711301036,-0.0
2767,50.727379626124346,49.272620373875654,6.911903576399592,1.4547592522486859,2.3421272614579065,2.258797645543434,-0.0
2800,50.63792188753324,49.36207811246676,5.440605395105605,1.2758437750664768,2.342353819715641,2.2586603472965883,-0.0
2833,50.61608181004015,49.38391818995985,3.94518800455065,1.2321636200803023,2.342353819715641,2.2586603472965883,-0.0
2867,50.626350209778934,49.373649790221066,3.1454247134835183,1.2527004195578686,2.344964535731451,2.2586603472965883,-0.0
2900,50.59147994397442,49.40852005602558,2.2835624928284624,1.1829598879488388,2.349435724713339,2.2590055220530423,-0.0
2933,50.59544534796889,49.40455465203111,1.5777438293301949,1.1908906959377794,2.3483865054259256,2.2585827544970907,-0.0
2967,50.61882380761975,49.38117619238025,1.226210349266377,1.2376476152395,2.3483865054259256,2.2585504253440374,-0.0
3000,50.63082888630168,49.36917111369832,1.0548227733328046,1.2616577726033622,2.3540301596974356,2.2585504253440374,-0.0
3033,50.63320426728143,49.36679573271857,0.9659262799999364,1.2664085345628628,2.3537946577480677,2.258708844826785,-0.0
3067,50.63607097377309,49.36392902622691,0.879,1.2721419475461788,2.353993425455142,2.2584031055641365,-0.0
3100,50.643283158244834,49.356716841755166,0.879,1.2865663164896686,2.353993425455142,2.2584243482793562,-0.0
3133,50.64386915823897,49.35613084176103,0.879,1.2877383164779486,2.3562551047678317,2.2584243482793562,-0.0
3167,50.64431682828293,49.35568317171707,0.879,1.2886336565658671,2.3543984096281445,2.258909664319549,-0.0
3200,50.63824934399288,49.36175065600712,0.8787953200004611,1.276498687985771,2.354457273732066,2.2585968409880364,-0.0
3233,50.6277822444251,49.3722177555749,0.789911173334656,1.2555644888502029,2.354457273732066,2.2584878473128764,-0.0
3267,50.62400418774274,49.37599581225726,0.7011856574128016,1.2480083754854818,2.3565575481556826,2.2584878473128764,-0.0
3300,50.62006907122874,49.37993092877126,0.6147195199995374,1.2401381424574802,2.3549066307346664,2.258882409499755,-0.0
3333,50.609164774653024,49.390835225346976,0.5248610386360587,1.218329549306043,2.3549286348321345,2.258543266839728,-0.0
3367,50.601045866243425,49.398954133756575,0.3500842865893041,1.2020917324868432,2.3549286348321345,2.258646260211522,-0.0
3400,50.61009461931086,49.38990538068914,0.264,1.2201892386217117,2.3560706896381345,2.25873702029974,-0.0
3433,50.61663019620118,49.38336980379882,0.264,1.2332603924023582,2.3550539042567618,2.25873702029974,-0.0
3467,50.61764835101872,49.38235164898128,0.264,1.2352967020374386,2.355179183677136,2.2583960632083957,-0.0
3500,50.65776519904516,49.34223480095484,0.2652292833930725,1.3155303980903235,2.3553412380295007,2.258557468421813,-0.0
3533,50.77203086570463,49.22796913429537,0.8051339916196298,1.5440617314092562,2.3553412380295007,2.2585685526765107,-0.0
3567,50.908301255153305,49.091698744846695,1.9671683050575777,1.816602510306604,2.3557613292955364,2.2585685526765107,-0.0
3600,51.07438451654746,48.92561548345254,3.5204208518189954,2.1487690330949176,2.355171806790525,2.2585019329159435,-0.0
3634,51.24953309640195,48.75046690359805,5.836545183014115,2.4990661928038973,2.355473795678317,2.258681593641373,-0.0
3667,51.34435547038859,48.65564452961141,8.1277581397394,2.68871094077718,2.355473795678317,2.258797645543434,-0.0
3700,51.383949522404976,48.616050477595024,10.110124009012448,2.767899044809955,2.3565278918557726,2.258797645543434,-0.0
3733,51.39352743745647,48.60647256254353,11.5265578670421,2.7870548749129447,2.355518189006257,2.2586744345134466,-0.0
3767,51.37382770440734,48.62617229559266,12.575480507288901,2.7476554088146785,2.35577596564817,2.2585504253440374,-0.0
3800,51.326919970948026,48.673080029051974,12.920162647998756,2.653839941896055,2.35577596564817,2.258575711301036,-0.0
3833,51.307341266551646,48.692658733448354,13.006945600000074,2.614682533103285,2.3568966049766376,2.258575711301036,-0.0
3867,51.27835952644196,48.72164047355804,12.912583163290758,2.5567190528839245,2.349633940525122,2.2588954594154824,-0.0
3900,51.22305851316481,48.77694148683519,12.56682219806596,2.4461170263296212,2.3414040314547493,2.25870180104092,-0.0
3933,51.1343418529552,48.8656581470448,11.850866296560852,2.268683705910398,2.3414040314547493,2.258727089540094,-0.0
3967,51.02657390502663,48.97342609497337,10.690488846304648,2.05314781005326,2.3465389789347393,2.258727089540094,-0.0
